community_cards_flop,community_cards_turn,community_cards_river,winners,uncalled_amount,pot,profits,players_active,player1_card,player1_action,player2_card,player2_action,player3_card,player3_action,player4_card,player4_action,player5_card,player5_action,player6_card,player6_action
"['2s', 'Qc', 'Jc']",['2c'],,[4],125,500,"[-50.0, -225.0, 0.0, 275.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Kc', '2h']",['folds'],"['Ad', 'Td']","['calls 125', 'checks', 'checks', 'folds']","['8c', '6d']",['folds'],"['Qd', 'Ks']","['raises 125 to 225', 'checks', 'bets 125']","['Qh', '4c']",['folds'],"['9c', '7s']",['folds']
,,,[3],100,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['6h', 'Ts']",['folds'],"['6c', '2h']",['folds'],"['7h', '7d']",['raises 100 to 200'],"['2s', '5h']",['folds'],"['3s', 'Js']",['folds'],"['2c', '9h']",['folds']
"['8d', '4d', '8c']",['2c'],['4h'],[3],0,2000,"[-50.0, -975.0, 1025.0, 0.0, 0.0, 0.0]","[0, 1, 1, 0, 0, 0]","['Ts', '5s']",['folds'],"['Ad', '6d']","['calls 125', 'checks', 'raises 500 to 750', 'checks', 'checks']","['Qh', 'Qc']","['raises 125 to 225', 'bets 250', 'calls 500', 'checks', 'checks']","['7h', '5c']",['folds'],"['Kd', 'Td']",['folds'],"['8s', 'Ac']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['2s', '7h']",['folds'],"['Jc', '5d']",[],"['9s', 'Qd']",['folds'],"['Jd', '2h']",['folds'],"['2d', 'Tc']",['folds'],"['3c', '5h']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['4s', 'Js']",['folds'],"['7c', '8h']",['folds'],"['As', 'Qc']",['raises 125 to 225'],"['5h', '9d']",['folds'],"['Qd', '4c']",['folds'],"['Kd', '4d']",['folds']
,,,[5],1100,2200,"[-1050.0, -100.0, 0.0, 0.0, 1150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Qd', 'Kc']","['raises 850 to 1050', 'folds']","['Ks', 'Th']",['folds'],"['9h', '3h']",['folds'],"['6d', '2d']",['folds'],"['7h', '7s']","['raises 100 to 200', 'raises 1100 to 2150']","['Jd', '4c']",['folds']
"['8h', 'Ts', '9c']",,,[4],225,450,"[-50.0, -200.0, 0.0, 250.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['4d', '9s']",['folds'],"['Ac', '6h']","['calls 100', 'checks', 'folds']","['Td', '7h']",['folds'],"['Qs', 'Qd']","['raises 100 to 200', 'bets 225']","['3c', '3d']",['folds'],"['5s', 'Jc']",['folds']
"['7s', '8h', 'Jc']",['Ts'],['6c'],[5],0,1700,"[-50.0, -100.0, 0.0, 0.0, 925.0, -775.0]","[0, 0, 0, 0, 1, 1]","['Qh', '2d']",['folds'],"['Qd', '5c']",['folds'],"['Jd', '6d']",['folds'],"['7c', '3h']",['folds'],"['Kc', 'As']","['raises 150 to 250', 'calls 525', 'checks', 'checks', 'checks']","['Qs', 'Ac']","['raises 525 to 775', 'checks', 'checks', 'checks']"
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['2d', '8h']",['folds'],"['9s', '5d']",['folds'],"['6d', '9d']",['folds'],"['5s', '7s']",['folds'],"['Ah', 'Tc']",['raises 125 to 225'],"['Kc', '5h']",['folds']
,,,[1],900,600,"[350.0, -100.0, 0.0, 0.0, 0.0, -250.0]","[1, 0, 0, 0, 0, 0]","['Tc', 'Jc']",['raises 900 to 1150'],"['8d', '3d']",['folds'],"['2c', 'As']",['folds'],"['Kh', 'Td']",['folds'],"['9s', '3s']",['folds'],"['9c', 'Ts']","['raises 150 to 250', 'folds']"
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['8h', 'Ks']",['folds'],"['2h', '4h']",['folds'],"['Ah', '6h']",['raises 125 to 225'],"['3d', 'Qc']",['folds'],"['5c', '5h']",['folds'],"['2s', '9h']",['folds']
"['Ad', '9h', '2h']",['9c'],['Ah'],"[4, 6]",0,680,"[-50.0, -210.0, 0.0, 130.0, 0.0, 130.0]","[0, 1, 0, 1, 0, 1]","['2d', '4d']",['folds'],"['4h', '4c']","['calls 110', 'checks', 'checks', 'checks']","['5h', '7s']",['folds'],"['Qs', 'Kd']","['raises 110 to 210', 'checks', 'checks', 'checks']","['6s', 'Ac']",['folds'],"['Ks', 'Qh']","['calls 210', 'checks', 'checks', 'checks']"
,,,[3],110,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['9h', 'Ad']",['folds'],"['5c', '8c']",['folds'],"['6s', '6h']",['raises 110 to 210'],"['4h', '3h']",['folds'],"['3d', 'Tc']",['folds'],"['As', '3s']",['folds']
,,,[4],1200,1600,"[-50.0, -100.0, 0.0, 875.0, -725.0, 0.0]","[0, 0, 0, 1, 0, 0]","['3h', '8s']",['folds'],"['3s', '4s']",['folds'],"['Ts', 'Jh']",['folds'],"['Ks', 'Ah']","['raises 125 to 225', 'raises 1200 to 1925']","['Qs', 'Kh']","['raises 500 to 725', 'folds']","['As', '2h']",['folds']
"['Tc', 'Ts', '9h']",['3d'],['4d'],[4],3750,12800,"[-50.0, -6250.0, 0.0, 6550.0, -250.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Qh', 'Jd']",['folds'],"['3c', 'Kc']","['calls 150', 'checks', 'checks', 'calls 400', 'checks', 'raises 4800 to 5600', 'folds']","['Ks', '6d']",['folds'],"['4h', '4c']","['raises 150 to 250', 'checks', 'bets 400', 'bets 800', 'raises 3750 to 9350 and is all-in']","['6c', '5c']","['calls 250', 'checks', 'folds']","['5s', '2h']",['folds']
"['3s', 'Tc', 'Th']",['6d'],,[4],725,900,"[-50.0, -425.0, 0.0, 475.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['7d', 'Ac']",['folds'],"['Kc', 'Jd']","['calls 125', 'checks', 'calls 200', 'checks', 'folds']","['6h', '2s']",['folds'],"['9s', '9c']","['raises 125 to 225', 'bets 200', 'bets 725']","['4c', '4d']",['folds'],"['5d', '9h']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Td', 'Ks']",['folds'],"['Qh', '5h']",['folds'],"['5c', 'Ac']",['raises 125 to 225'],"['Jh', '3s']",['folds'],"['4s', '6s']",['folds'],"['Ah', '6c']",['folds']
"['4d', 'Qd', '6s']",['6h'],['Tc'],"[2, 5]",0,1800,"[-50.0, 25.0, 0.0, 0.0, 25.0, 0.0]","[0, 1, 0, 0, 1, 0]","['As', '6d']",['folds'],"['Qs', 'Js']","['calls 100', 'checks', 'calls 225', 'checks', 'calls 450', 'checks']","['4s', '2d']",['folds'],"['3s', '5h']",['folds'],"['Qc', 'Jd']","['raises 100 to 200', 'bets 225', 'bets 450', 'checks']","['8d', '7s']",['folds']
"['5c', 'Qh', 'Ah']",['4d'],['7s'],[1],0,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Jh', '5h']","['calls 50', 'checks', 'checks', 'checks']","['Kh', '9c']","['checks', 'checks', 'checks', 'checks']","['6s', '3s']",['folds'],"['6d', '4h']",['folds'],"['2h', 'Tc']",['folds'],"['7d', '3d']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['4h', '3h']",['folds'],"['4s', '2c']",['folds'],"['8s', '6h']",['folds'],"['Ac', 'Ts']",['raises 125 to 225'],"['7d', 'Kc']",['folds'],"['3s', 'Jd']",['folds']
"['7d', '8h', '6h']",['3d'],['9h'],[1],0,20325,"[10325.0, -100.0, -225.0, 0.0, -10000.0, 0.0]","[1, 0, 0, 0, 1, 0]","['Ah', '5h']","['calls 175', 'checks', 'raises 474 to 861', 'checks', 'raises 6014 to 8914 and is all-in']","['2s', '9c']",['folds'],"['Qh', 'Ac']","['raises 125 to 225', 'checks', 'folds']","['2c', '9d']",['folds'],"['7c', '7s']","['calls 225', 'bets 387', 'calls 474', 'bets 2900', 'calls 6014 and is all-in']","['3s', '6c']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3h', '4s']",['folds'],"['Tc', '7h']",[],"['Td', '6c']",['folds'],"['Qs', '8d']",['folds'],"['4h', 'Jc']",['folds'],"['8h', 'Ts']",['folds']
"['7c', 'Ad', 'Qc']",['2c'],,[2],300,450,"[-50.0, 250.0, 0.0, -200.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3h', '8c']",['folds'],"['9c', '6c']","['calls 100', 'checks', 'bets 300']","['4c', '9s']",['folds'],"['8h', '7h']","['raises 100 to 200', 'checks', 'folds']","['5d', '8d']",['folds'],"['2h', 'Kd']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['9d', '7h']",['folds'],"['2h', 'Td']",[],"['4c', '5d']",['folds'],"['6s', 'Th']",['folds'],"['Jd', '2d']",['folds'],"['5h', '3h']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['8h', 'Ac']",['folds'],"['Ts', '7h']",['folds'],"['3c', '6d']",['folds'],"['Ah', 'As']",['raises 125 to 225'],"['5c', 'Qh']",['folds'],"['Kc', '9d']",['folds']
,,,[1],200,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ks', 'Qs']",['raises 200 to 300'],"['4s', 'Jh']",['folds'],"['9d', '5d']",['folds'],"['8d', '3h']",['folds'],"['6s', '2s']",['folds'],"['6h', '9c']",['folds']
"['7s', '4c', 'Jc']",['4d'],,[2],750,500,"[-50.0, 275.0, 0.0, 0.0, -225.0, 0.0]","[0, 1, 0, 0, 0, 0]","['8h', 'Tc']",['folds'],"['7h', '7d']","['calls 125', 'checks', 'bets 750']","['9d', '2h']",['folds'],"['Qs', '9c']",['folds'],"['8s', 'Ah']","['raises 125 to 225', 'checks', 'folds']","['Th', 'Qd']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5s', '4d']",['folds'],"['2c', '7h']",[],"['9h', 'As']",['folds'],"['Th', 'Js']",['folds'],"['8d', 'Qc']",['folds'],"['3c', '8h']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['4c', '3c']",['folds'],"['7s', 'Kd']",['folds'],"['2s', '2c']",['raises 125 to 225'],"['Js', '2d']",['folds'],"['9h', 'Qs']",['folds'],"['6s', '4s']",['folds']
"['Ac', '7s', '3d']",,,[4],115,470,"[-50.0, -210.0, 0.0, 260.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Jh', '2s']",['folds'],"['Qc', '6c']","['calls 110', 'checks', 'folds']","['5s', '6h']",['folds'],"['Ah', 'Jd']","['raises 110 to 210', 'bets 115']","['Ad', 'Th']",['folds'],"['4d', 'Tc']",['folds']
"['7c', '5d', 'Ks']",['3c'],['2h'],[2],0,2650,"[-50.0, 1350.0, 0.0, 0.0, 0.0, -1300.0]","[0, 1, 0, 0, 0, 1]","['6d', '2s']",['folds'],"['9s', 'Kc']","['calls 150', 'checks', 'calls 300', 'checks', 'calls 750', 'checks']","['8h', 'Jh']",['folds'],"['6c', '2c']",['folds'],"['Kh', '4c']",['folds'],"['Jc', 'Tc']","['raises 150 to 250', 'bets 300', 'bets 750', 'checks']"
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['2c', '8c']",['folds'],"['4h', 'Jc']",['folds'],"['Kd', '6s']",['folds'],"['Ts', '5d']",['folds'],"['Ac', '4s']",['folds'],"['Td', 'Ad']",['raises 125 to 225']
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Qs', '2s']",['folds'],"['7h', '4c']",['folds'],"['9c', '3s']",['folds'],"['Qd', 'Th']",['folds'],"['Kd', 'As']",['raises 125 to 225'],"['Td', '6c']",['folds']
,,,[4],500,550,"[-50.0, -100.0, -200.0, 350.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['8h', 'Ts']",['folds'],"['3d', '9s']",['folds'],"['6h', 'Th']","['raises 100 to 200', 'folds']","['Td', 'Ad']",['raises 500 to 700'],"['Jc', 'Kc']",['folds'],"['As', '6s']",['folds']
"['3h', '6d', '4c']",['Qs'],,[1],750,1500,"[750.0, -750.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['4s', '4h']","['raises 200 to 300', 'bets 450', 'bets 750']","['Kd', '5s']","['calls 200', 'calls 450', 'folds']","['5d', '6c']",['folds'],"['Ks', '7s']",['folds'],"['2s', '7c']",['folds'],"['3d', '9s']",['folds']
"['Js', 'Td', 'Ac']",['Kd'],,[2],1322,2645,"[-50.0, 1850.0, 0.0, -795.0, -210.0, -795.0]","[0, 1, 0, 0, 0, 0]","['Ts', '3d']",['folds'],"['5d', '5c']","['calls 695', 'checks', 'bets 1322']","['Qh', '5s']",['folds'],"['9h', '9c']","['raises 110 to 210', 'calls 585', 'checks', 'folds']","['4c', '4s']","['calls 210', 'folds']","['As', 'Kc']","['raises 585 to 795', 'checks', 'folds']"
,,,[4],100,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['7d', '8s']",['folds'],"['9d', 'Qh']",['folds'],"['3h', '4s']",['folds'],"['Js', 'Ks']",['raises 100 to 200'],"['9s', '3s']",['folds'],"['8c', 'Kh']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6d', '9c']",['folds'],"['9d', '6s']",[],"['4c', '5h']",['folds'],"['8s', 'Td']",['folds'],"['3s', '4s']",['folds'],"['Kd', '7h']",['folds']
"['7c', '8h', '9c']",['4c'],,[2],250,500,"[-50.0, 275.0, -225.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['7d', '3s']",['folds'],"['Ts', 'Qh']","['calls 125', 'checks', 'bets 250']","['Jh', 'Kh']","['raises 125 to 225', 'checks', 'folds']","['7h', '6c']",['folds'],"['Js', '2d']",['folds'],"['5h', '3d']",['folds']
"['8h', 'Ts', 'Kd']",,,[2],825,1650,"[-50.0, 850.0, 0.0, 0.0, 0.0, -800.0]","[0, 1, 0, 0, 0, 0]","['7s', 'Kh']",['folds'],"['Qs', 'Ks']","['raises 550 to 800', 'bets 825']","['Jh', '4c']",['folds'],"['3h', 'Jc']",['folds'],"['2h', '7c']",['folds'],"['Ad', '9h']","['raises 150 to 250', 'calls 550', 'folds']"
"['5s', '2s', 'Ks']",['2h'],['Jc'],[4],675,1000,"[-50.0, -100.0, -425.0, 575.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Qs', '6h']",['folds'],"['7c', '3h']",['folds'],"['7d', '7h']","['raises 125 to 225', 'checks', 'bets 200', 'checks', 'folds']","['Js', 'Jd']","['calls 225', 'checks', 'calls 200', 'bets 675']","['4s', '3s']",['folds'],"['8d', 'Ac']",['folds']
,,,[2],875,500,"[-50.0, 275.0, 0.0, 0.0, 0.0, -225.0]","[0, 1, 0, 0, 0, 0]","['Qh', '4d']",['folds'],"['3h', '4h']",['raises 875 to 1100'],"['8d', 'Ks']",['folds'],"['Ac', '7d']",['folds'],"['7h', 'Ts']",['folds'],"['Qd', 'Js']","['raises 125 to 225', 'folds']"
"['Kh', '9s', '5h']",,,[4],450,450,"[-50.0, -200.0, 0.0, 250.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['7s', 'Qs']",['folds'],"['4c', '4h']","['calls 100', 'checks', 'folds']","['3h', '9d']",['folds'],"['As', '3s']","['raises 100 to 200', 'bets 450']","['7h', 'Ks']",['folds'],"['Th', 'Qd']",['folds']
,,,[2],1013,624,"[-50.0, 337.0, -287.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5h', 'Ah']",['folds'],"['Jh', 'Th']",['raises 1013 to 1300'],"['Ks', 'Jd']","['raises 187 to 287', 'folds']","['7c', 'Qd']",['folds'],"['7d', 'Jc']",['folds'],"['6s', '9c']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['5c', '5d']",['folds'],"['9h', 'Qs']",['folds'],"['Qh', 'Jh']",['raises 125 to 225'],"['As', '9s']",['folds'],"['Tc', '4d']",['folds'],"['Kh', '4s']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['2s', '5h']",['folds'],"['9s', 'Jh']",[],"['Kh', 'Tc']",['folds'],"['8s', '4c']",['folds'],"['Kc', '9d']",['folds'],"['6h', 'Ts']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6h', '8s']",['folds'],"['4c', 'Ah']",[],"['8d', '3c']",['folds'],"['4h', '3s']",['folds'],"['Kc', '5d']",['folds'],"['8c', '4d']",['folds']
"['8d', '7d', '9h']",['Jh'],,[1],375,750,"[500.0, -250.0, 0.0, 0.0, 0.0, -250.0]","[1, 0, 0, 0, 0, 0]","['Tc', 'Kh']","['calls 200', 'checks', 'bets 375']","['Qs', '8h']","['calls 150', 'checks', 'folds']","['2d', '5s']",['folds'],"['Ts', 'Qh']",['folds'],"['3s', '4d']",['folds'],"['Js', '6s']","['raises 150 to 250', 'checks', 'folds']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['2d', '9s']",['folds'],"['Qs', 'Kh']",[],"['8h', '6c']",['folds'],"['9h', '5c']",['folds'],"['4h', 'Js']",['folds'],"['2s', '3h']",['folds']
,,,[3],110,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Ah', '6d']",['folds'],"['Ts', '9c']",['folds'],"['Td', 'Qd']",['raises 110 to 210'],"['6c', 'Jd']",['folds'],"['5h', '4s']",['folds'],"['Ac', '8s']",['folds']
"['Td', '2h', '8d']",['3h'],['Qc'],[6],0,3000,"[-50.0, -100.0, 0.0, 0.0, -1425.0, 1575.0]","[0, 0, 0, 0, 1, 1]","['9c', '4s']",['folds'],"['7h', 'As']",['folds'],"['7c', '8c']",['folds'],"['8h', 'Qs']",['folds'],"['6s', '8s']","['raises 150 to 250', 'checks', 'calls 250', 'checks', 'calls 925', 'checks']","['9s', 'Ts']","['calls 250', 'bets 250', 'bets 925', 'checks']"
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['2d', 'Jc']",['folds'],"['3s', 'Ad']",['folds'],"['Qh', 'Qd']",['raises 125 to 225'],"['Ac', '4d']",['folds'],"['8h', 'Js']",['folds'],"['9s', 'Kh']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['3c', 'Qs']",['folds'],"['6s', 'Jc']",['folds'],"['Qh', 'Tc']",['folds'],"['Kd', '6h']",['folds'],"['8d', 'Qc']",['folds'],"['Ad', 'Js']",['raises 150 to 250']
,,,[2],850,500,"[-50.0, 275.0, 0.0, 0.0, 0.0, -225.0]","[0, 1, 0, 0, 0, 0]","['6h', 'Td']",['folds'],"['Jc', 'Jh']",['raises 850 to 1075'],"['5h', '6c']",['folds'],"['9d', '6d']",['folds'],"['Ts', '8c']",['folds'],"['Kc', '9s']","['raises 125 to 225', 'folds']"
"['9d', '8s', '6s']",,,[2],1425,1800,"[-900.0, 900.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Ad', '4d']","['raises 200 to 300', 'calls 600', 'checks', 'folds']","['Jd', 'Jc']","['raises 600 to 900', 'bets 1425']","['Th', 'As']",['folds'],"['4c', '8c']",['folds'],"['6c', '2c']",['folds'],"['6h', 'Kd']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Th', '6s']",['folds'],"['2c', '8c']",['folds'],"['5c', '8h']",['folds'],"['Tc', 'Jc']",['raises 125 to 225'],"['3c', '5s']",['folds'],"['Ts', 'Ac']",['folds']
"['7d', '7c', '6h']",['Ah'],['Jd'],"[2, 5]",0,550,"[-50.0, 25.0, 0.0, 0.0, 25.0, 0.0]","[0, 1, 0, 0, 1, 0]","['Td', 'As']",['folds'],"['2s', 'Qs']","['calls 150', 'checks', 'checks', 'checks']","['2h', '8c']",['folds'],"['9s', '3s']",['folds'],"['9c', 'Qc']","['raises 150 to 250', 'checks', 'checks', 'checks']","['9h', '4d']",['folds']
"['Tc', 'Qs', '8c']",['Qh'],['Ac'],[1],0,800,"[400.0, -400.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['2c', 'Ah']","['calls 50', 'bets 100', 'checks', 'bets 200']","['Th', '6h']","['checks', 'calls 100', 'checks', 'calls 200']","['5d', 'Kc']",['folds'],"['6s', '4h']",['folds'],"['3c', '7s']",['folds'],"['2d', '5h']",['folds']
"['Jd', '6h', 'Qc']",['Th'],['5h'],[5],0,1000,"[-50.0, -475.0, 0.0, 0.0, 525.0, 0.0]","[0, 1, 0, 0, 1, 0]","['As', '6d']",['folds'],"['Kd', 'Tc']","['calls 125', 'checks', 'calls 250', 'checks', 'checks']","['6c', '8d']",['folds'],"['5s', 'Ks']",['folds'],"['Td', 'Ad']","['raises 125 to 225', 'bets 250', 'checks', 'checks']","['6s', '3d']",['folds']
,,,[1],200,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Td', '8d']",['raises 200 to 300'],"['5c', '3s']",['folds'],"['3c', '5h']",['folds'],"['7h', '2c']",['folds'],"['6s', '3d']",['folds'],"['4s', '2h']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5s', '2s']",['folds'],"['4d', '4s']",[],"['8h', 'As']",['folds'],"['Jc', '7h']",['folds'],"['6c', '3d']",['folds'],"['Th', '2d']",['folds']
,,,[5],427,570,"[-50.0, -100.0, -210.0, 0.0, 360.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Qh', 'Jh']",['folds'],"['2c', '5s']",['folds'],"['Td', 'As']","['raises 110 to 210', 'folds']","['Ts', '5c']",['folds'],"['8s', '7s']",['raises 427 to 637'],"['Kh', '5d']",['folds']
"['Qd', '3c', '9d']",['4h'],,[2],2500,2250,"[-50.0, 1150.0, -1100.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['9c', '6h']",['folds'],"['Qh', '9h']","['calls 100', 'checks', 'raises 675 to 900', 'bets 2500']","['Jd', 'Js']","['raises 100 to 200', 'bets 225', 'calls 675', 'folds']","['3d', 'Td']",['folds'],"['Jh', '3h']",['folds'],"['7c', 'Th']",['folds']
"['3d', '4h', 'Jh']",['5s'],['Qd'],[2],2400,800,"[-400.0, 400.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Qs', 'Ac']","['calls 50', 'bets 100', 'checks', 'calls 200', 'checks', 'folds']","['6c', 'Ah']","['checks', 'calls 100', 'bets 200', 'bets 2400']","['Qc', '3c']",['folds'],"['2c', '7s']",['folds'],"['9h', '2d']",['folds'],"['Th', '4s']",['folds']
,,,[3],150,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Ks', '4h']",['folds'],"['4c', 'Jd']",['folds'],"['8c', '8s']",['raises 150 to 250'],"['7s', '5c']",['folds'],"['Jh', '7h']",['folds'],"['Tc', '5d']",['folds']
"['3d', 'Ah', 'Qs']",,,[6],1000,500,"[-50.0, -225.0, 0.0, 0.0, 0.0, 275.0]","[0, 0, 0, 0, 0, 1]","['Qh', '6d']",['folds'],"['Ts', 'Kh']","['calls 125', 'checks', 'folds']","['Js', 'Kd']",['folds'],"['4s', '8s']",['folds'],"['7c', '2s']",['folds'],"['5h', 'Jh']","['raises 125 to 225', 'bets 1000']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3d', 'As']",['folds'],"['9c', '6d']",[],"['8h', '9d']",['folds'],"['Kh', '4d']",['folds'],"['Ks', '7h']",['folds'],"['Kd', '2h']",['folds']
"['8s', 'Qd', '9h']",['2d'],,[2],1850,3400,"[-50.0, 1725.0, 0.0, 0.0, 0.0, -1675.0]","[0, 1, 0, 0, 0, 0]","['5h', '8d']",['folds'],"['Td', 'Tc']","['calls 150', 'checks', 'calls 425', 'checks', 'raises 1850 to 2850']","['5s', 'Kh']",['folds'],"['Ad', '8c']",['folds'],"['Kc', '9d']",['folds'],"['7s', 'Js']","['raises 150 to 250', 'bets 425', 'bets 1000', 'folds']"
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['9s', '8d']",['folds'],"['2s', '5d']",['folds'],"['Js', '2d']",['folds'],"['Ah', '7d']",['folds'],"['6d', '2c']",['folds'],"['5c', 'Qc']",['raises 125 to 225']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Ah', '6d']",['folds'],"['5d', 'Qh']",['folds'],"['Jc', 'Ad']",['raises 125 to 225'],"['Jh', '8s']",['folds'],"['6s', 'Th']",['folds'],"['6c', 'Js']",['folds']
,,,[4],8675,3975,"[-1325.0, -1325.0, 0.0, 2650.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['5h', '6h']","['raises 1100 to 1325', 'folds']","['Jd', 'Qs']","['calls 1225', 'folds']","['7h', 'Kd']",['folds'],"['Kc', 'As']","['raises 125 to 225', 'raises 8675 to 10000 and is all-in']","['2c', '8h']",['folds'],"['Ks', '3d']",['folds']
"['9h', '4c', '7c']",['Ah'],['2s'],[1],0,3050,"[1575.0, -100.0, -1475.0, 0.0, 0.0, 0.0]","[1, 0, 1, 0, 0, 0]","['9c', 'Tc']","['raises 550 to 775', 'checks', 'calls 700', 'checks', 'checks']","['4s', 'Jh']",['folds'],"['Kc', 'Qh']","['raises 125 to 225', 'calls 550', 'bets 700', 'checks', 'checks']","['Ad', '6d']",['folds'],"['3d', 'Ac']",['folds'],"['4d', '3s']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['2d', '5h']",['folds'],"['3h', 'Js']",['folds'],"['Ac', '8d']",['folds'],"['2c', 'As']",['folds'],"['7d', 'Ts']",['folds'],"['Ah', '4c']",['raises 125 to 225']
